20.488711553635998,4.0
21.66016917692402,23.0
22.83162680021204,34.0
24.003084423500056,31.0
25.174542046788076,36.0
26.345999670076097,24.0
27.517457293364117,30.0
28.688914916652138,23.0
29.86037253994016,22.0
31.03183016322818,27.0
32.2032877865162,28.0
33.37474540980422,26.0
34.54620303309224,26.0
35.717660656380254,21.0
36.889118279668274,19.0
38.060575902956295,14.0
39.232033526244315,17.0
40.403491149532336,10.0
41.574948772820356,11.0
42.74640639610837,13.0
43.91786401939639,10.0
45.08932164268441,7.0
46.26077926597243,9.0
47.43223688926045,9.0
48.60369451254847,3.0
49.77515213583649,4.0
50.94660975912451,6.0
52.118067382412534,7.0
53.289525005700554,5.0
54.460982628988575,4.0
55.632440252276595,5.0
56.803897875564616,5.0
57.975355498852636,3.0
59.14681312214066,6.0
60.31827074542868,3.0
61.4897283687167,0.0
62.66118599200472,3.0
63.83264361529274,4.0
65.00410123858074,3.0
66.17555886186877,3.0
67.34701648515679,3.0
68.5184741084448,1.0
69.68993173173283,6.0
70.86138935502085,3.0
72.03284697830887,5.0
73.20430460159689,2.0
74.37576222488491,2.0
75.54721984817293,1.0
76.71867747146095,4.0
77.89013509474897,3.0
79.06159271803699,0.0
80.23305034132501,2.0
81.40450796461303,4.0
82.57596558790105,0.0
83.74742321118907,0.0
84.91888083447708,0.0
86.0903384577651,0.0
87.26179608105312,0.0
88.43325370434114,0.0
89.60471132762916,1.0
90.77616895091718,1.0
91.9476265742052,0.0
93.11908419749322,0.0
94.29054182078124,0.0
95.46199944406926,0.0
96.63345706735728,0.0
97.8049146906453,0.0
98.97637231393333,0.0
100.14782993722135,0.0
101.31928756050937,0.0
102.49074518379739,0.0
103.66220280708541,0.0
104.83366043037343,0.0
106.00511805366145,1.0
107.17657567694947,5.0
108.34803330023747,8.0
109.5194909235255,1.0
110.69094854681352,0.0
111.86240617010154,1.0
113.03386379338956,0.0
114.20532141667758,2.0
115.3767790399656,1.0
116.54823666325362,3.0
117.71969428654164,3.0
118.89115190982966,3.0
120.06260953311768,1.0
121.2340671564057,1.0
122.40552477969372,2.0
123.57698240298174,1.0
124.74844002626976,2.0
125.91989764955778,5.0
127.0913552728458,1.0
128.26281289613382,3.0
129.43427051942186,2.0
130.60572814270986,5.0
131.7771857659979,1.0
132.9486433892859,2.0
134.1201010125739,3.0
135.29155863586195,0.0
136.46301625914995,2.0
